id,definition,duration,publishedAt,channelId,channelTitle,snippet.thumbnails.default.url,snippet.title,statistics.commentCount,statistics.dislikeCount,likeCount,statistics.viewCount,Channel_country,channel_description,channel_localized.description,channel_localized.title,channel_publishedAt,channel_thumbnails.default.url,channel_title,channel_commentCount,channel_subscriberCount,channel_videoCount,channel_viewCount
MLkrsOIyI-M,hd,PT7M8S,2014-09-04T20:50:27.000Z,UCs9nOXWNurrS-W4d2mlgMvA,INTEGRATORI BODYBUILDING METTERE MASSA MUSCOLARE,https://i.ytimg.com/vi/MLkrsOIyI-M/default.jpg,Integratori per aumentare la massa muscolare e testosterone bodybuilding palestra proteine,1,6,9,15724,0,"INTEGRATORI BODYBUILDING METTERE MASSA MUSCOLARE
integratore a base di steroidi anabolizzanti naturali e testosterone, usato in Bodybuilding per aumentare la massa muscolare
Probolan 50 è Legale e sicuro al 100%, non ha effetti collaterali e controindicazioni.
Legale e sicuro per la tua salute. Diffida dagli altri integratori che hanno effetti collaterali e fanno male.
integratore Bodybuilding per mettere Massa Muscolare in poco tempo 
Probolan 50 è un integratore alimentare naturale per accelerare i processi già in atto nel corpo. L’aggiunta di Probolan50 alla dieta quotidiana aumenta l'efficienza del proprio corpo. È stato progettato per gli tutti gli uomini che praticano bodybuilding che vogliono prontamente e in modo efficace aumentare la propria muscolatura.
Se vuoi un integratore naturale che non provoca effetti collaterali e danni alla tua salute, è Probolan 50!
E' l'unico in commercio fatto di ingredienti naturali, puoi stare tranquillo che funziona ed è sicuro!","INTEGRATORI BODYBUILDING METTERE MASSA MUSCOLARE
integratore a base di steroidi anabolizzanti naturali e testosterone, usato in Bodybuilding per aumentare la massa muscolare
Probolan 50 è Legale e sicuro al 100%, non ha effetti collaterali e controindicazioni.
Legale e sicuro per la tua salute. Diffida dagli altri integratori che hanno effetti collaterali e fanno male.
integratore Bodybuilding per mettere Massa Muscolare in poco tempo 
Probolan 50 è un integratore alimentare naturale per accelerare i processi già in atto nel corpo. L’aggiunta di Probolan50 alla dieta quotidiana aumenta l'efficienza del proprio corpo. È stato progettato per gli tutti gli uomini che praticano bodybuilding che vogliono prontamente e in modo efficace aumentare la propria muscolatura.
Se vuoi un integratore naturale che non provoca effetti collaterali e danni alla tua salute, è Probolan 50!
E' l'unico in commercio fatto di ingredienti naturali, puoi stare tranquillo che funziona ed è sicuro!",INTEGRATORI BODYBUILDING METTERE MASSA MUSCOLARE,2014-09-04T16:58:04.000Z,https://yt3.ggpht.com/-DjRwGnPKq_Q/AAAAAAAAAAI/AAAAAAAAAAA/ZidjBK1Q03o/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,INTEGRATORI BODYBUILDING METTERE MASSA MUSCOLARE,0,7,0,15685
Do7MJ9KqDNw,hd,PT10M6S,2016-07-25T17:51:41.000Z,UCcidEDSegLUGmnTe5rp01JQ,Embrace Random,https://i.ytimg.com/vi/Do7MJ9KqDNw/default.jpg,Body Building Gone Wrong,67,201,199,64144,US,"Poor monkies eating sushi while wearing a doll's broken sunglasses who doesn't need them because she looks fine without them and while I happen to disagree, that's for another day. Let's talk about the top 10 ugliest babies of 2015 but first, I need your opinion, do I look better when I drink this organic coffee with butter in it, or does a dog shit in the woods. It's not my dog. Welcome to Embrace Random, where a normal top list video can turn into something completely off the wall.... but not always.

PS: I Love to Collab, message me  to discuss potential collaboration ideas.

Subscribe for new videos at random times throughout the day, week, year, or I ran out of gas last week which was the first time that's happened to me since college.","Poor monkies eating sushi while wearing a doll's broken sunglasses who doesn't need them because she looks fine without them and while I happen to disagree, that's for another day. Let's talk about the top 10 ugliest babies of 2015 but first, I need your opinion, do I look better when I drink this organic coffee with butter in it, or does a dog shit in the woods. It's not my dog. Welcome to Embrace Random, where a normal top list video can turn into something completely off the wall.... but not always.

PS: I Love to Collab, message me  to discuss potential collaboration ideas.

Subscribe for new videos at random times throughout the day, week, year, or I ran out of gas last week which was the first time that's happened to me since college.",Embrace Random,2015-10-15T14:21:37.000Z,https://yt3.ggpht.com/-GsJmuYbk7bI/AAAAAAAAAAI/AAAAAAAAAAA/tGDK1Kzlx0s/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Embrace Random,0,20957,9,2323532
WKG8n-tuuyQ,hd,PT7M44S,2013-12-15T14:23:50.000Z,UCME1zaKiZD5tLtRuObhtTUQ,Alon Gabbay,https://i.ytimg.com/vi/WKG8n-tuuyQ/default.jpg,Muskeln VS Ausdauer VS Kraft - Bodybuilding & Crossfit,536,793,4973,855926,0,Alon Gabbay - German Channel. For my English channel visit: http://youtube.com/51XPACK,Alon Gabbay - German Channel. For my English channel visit: http://youtube.com/51XPACK,Alon Gabbay,2007-11-24T22:18:16.000Z,https://yt3.ggpht.com/-CDjd7fIOSaM/AAAAAAAAAAI/AAAAAAAAAAA/x5b4HU_lyPc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Alon Gabbay,549,258436,350,57704691
gocClPWVKIA,hd,PT3M34S,2016-09-04T10:18:48.000Z,UClFbb1ouXVZzjMB9Yha5nAQ,Muscle Madness,https://i.ytimg.com/vi/gocClPWVKIA/default.jpg,Hugh Jackman Workout for Wolverine | Muscle Madness,1411,1075,14870,2517345,US,"BEST TRAINING VIDEO: Conditioning Workouts | MMA Training | Bodybuilding Motivation Videos | Crossfit Training

NEW VIDEO EVERY DAY!

Click to SUBSCRIBE https://www.youtube.com/channel/UClFbb1ouXVZzjMB9Yha5nAQ?sub_confirmation=1","BEST TRAINING VIDEO: Conditioning Workouts | MMA Training | Bodybuilding Motivation Videos | Crossfit Training

NEW VIDEO EVERY DAY!

Click to SUBSCRIBE https://www.youtube.com/channel/UClFbb1ouXVZzjMB9Yha5nAQ?sub_confirmation=1",Muscle Madness,2015-09-20T12:47:29.000Z,https://yt3.ggpht.com/-YSKQOXbRKYc/AAAAAAAAAAI/AAAAAAAAAAA/VCHycwPp5AI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Muscle Madness,0,422629,428,102937413
6DZHKJjkM4w,hd,PT1M52S,2012-11-03T06:07:59.000Z,UCb1sAjU1m57NqTdGpvao8Sg,MrYorkieLover Fitness,https://i.ytimg.com/vi/6DZHKJjkM4w/default.jpg,80 Year Old Bodybuilder Jim Arrington's Bicep Workout,128,11,502,182065,0,"Bodybuilding, Nutrition, Leroy Colbert, Astrology, Surf & Skate, & Dating.","Bodybuilding, Nutrition, Leroy Colbert, Astrology, Surf & Skate, & Dating.",MrYorkieLover Fitness,2009-05-04T05:17:07.000Z,https://yt3.ggpht.com/-Q-q0RXHGrjA/AAAAAAAAAAI/AAAAAAAAAAA/lHLr8ovxcww/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,MrYorkieLover Fitness,167,0,1654,45958126
eISHctdWkLk,hd,PT7M21S,2013-06-30T14:30:34.000Z,UCtg17AAUcgsfmTZ7cOojgpA,Karl Ess,https://i.ytimg.com/vi/eISHctdWkLk/default.jpg,Bodybuilding Lifestyle - richtig Essen nach dem Training - KARL-ESS.COM,474,509,1546,199028,DE,"Karl Ess ist mit 750.000 Facebook-Fans, 171.000 Instagram-Abonnenten und sage und schreibe über 100 Millionen Klicks auf seinem YouTube-Kanal DER Star der veganen Fitness-Szene!
Schon früh begeisterte er sich für Sport und begann im Alter von 15 Jahren mit Kraftsport. Während seines Wirtschaftsingenieur-Studiums startete er 2012 seinen YouTube-Channel und 2013 sein erstes Online-Fitnessprogramm. Teil seiner erfolgreichen Fitnessprogramme ist eine rein pflanzliche Ernährung, die er selbst seit fünf Jahren praktiziert.



Impressum: http://www.karl-ess.com/impressum/","Karl Ess ist mit 750.000 Facebook-Fans, 171.000 Instagram-Abonnenten und sage und schreibe über 100 Millionen Klicks auf seinem YouTube-Kanal DER Star der veganen Fitness-Szene!
Schon früh begeisterte er sich für Sport und begann im Alter von 15 Jahren mit Kraftsport. Während seines Wirtschaftsingenieur-Studiums startete er 2012 seinen YouTube-Channel und 2013 sein erstes Online-Fitnessprogramm. Teil seiner erfolgreichen Fitnessprogramme ist eine rein pflanzliche Ernährung, die er selbst seit fünf Jahren praktiziert.



Impressum: http://www.karl-ess.com/impressum/",Karl Ess,2012-04-14T00:38:58.000Z,https://yt3.ggpht.com/-rhWvLApy4OA/AAAAAAAAAAI/AAAAAAAAAAA/tp1-O37Dkvo/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Karl Ess,724,393010,2288,133494842
w2wJ9cJjs3E,hd,PT2M16S,2014-09-14T23:30:07.000Z,UCjfgkXbwmFzcWK8sqKA0tcA,BodyBuilding Eu HD,https://i.ytimg.com/vi/w2wJ9cJjs3E/default.jpg,Female Bodybuilding and Fitness Motivation - Dana Linn Bailey,101,78,2103,475923,0,Bodybuilding motivation channel,Bodybuilding motivation channel,BodyBuilding Eu HD,2013-08-20T22:59:12.000Z,https://yt3.ggpht.com/-AxeXznWdOzU/AAAAAAAAAAI/AAAAAAAAAAA/9cNfYytGBQ4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BodyBuilding Eu HD,0,58086,83,15600269
bN0dlhE__Dk,hd,PT3M13S,2015-11-07T15:59:24.000Z,UCPhkYbW2OwCUALFnvyU-bSQ,BB Legends,https://i.ytimg.com/vi/bN0dlhE__Dk/default.jpg,HUGE Bodybuilder - Martyn Ford Bodybuilder - 330 lbs at 6'8,432,228,948,563899,US,"Home of bodybuilding legends. Get the motivation you need from all the biggest names in bodybuilding history as well as today. Names like Phil Heath, Kai Greene, Dexter Jackson, Ronnie Coleman, Jay Cutler. Bodybuilding Motivation videos.","Home of bodybuilding legends. Get the motivation you need from all the biggest names in bodybuilding history as well as today. Names like Phil Heath, Kai Greene, Dexter Jackson, Ronnie Coleman, Jay Cutler. Bodybuilding Motivation videos.",BB Legends,2015-07-21T17:08:11.000Z,https://yt3.ggpht.com/-i5yDmXijP8g/AAAAAAAAAAI/AAAAAAAAAAA/_OWY2Y8arHA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BB Legends,0,13880,148,10374008
0oyZNQ2qcs4,hd,PT4M40S,2013-07-20T13:58:58.000Z,UCw6Accu-I0mQtdQrg4LDTUA,NEVER GIVE UP,https://i.ytimg.com/vi/0oyZNQ2qcs4/default.jpg,Antoine Vaillant - The Future Of Bodybuilding - Bodybuilding Motivation,4428,1597,15325,5881301,PL,"BODYBUILDING MOTIVATION
   [][][]------------------------[][][]","BODYBUILDING MOTIVATION
   [][][]------------------------[][][]",NEVER GIVE UP,2013-04-07T20:13:55.000Z,https://yt3.ggpht.com/-ZGQUR5CVQ1I/AAAAAAAAAAI/AAAAAAAAAAA/GQ1fdnxbMJY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,NEVER GIVE UP,0,47227,88,19084039
5v35P7d6BQc,sd,PT7M50S,2008-03-22T04:21:44.000Z,UClkOzBcOG1KXaSUOuUKsl1Q,Tony Montalbano,https://i.ytimg.com/vi/5v35P7d6BQc/default.jpg,Sylvester Stallone 's gym in Santa Monica Bodybuilding centre with Tony  Montalbano,69,30,415,213738,0,0,0,Tony Montalbano,2006-04-30T18:39:38.000Z,https://yt3.ggpht.com/-aApuKcHD9g4/AAAAAAAAAAI/AAAAAAAAAAA/yq1eir4AcrY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Tony Montalbano,26,2121,514,8705545
2xF0rtFhj-A,hd,PT13M1S,2016-10-04T09:00:00.000Z,UCdID7mchW0tAbYgsmLQSjkA,rusplaying,https://i.ytimg.com/vi/2xF0rtFhj-A/default.jpg,Monster School : Girls vs Boys DANGEROUS WEAPONS - Enchanting - Bodybuilding Challenge in Minecraft,1308,2578,22789,8519406,US,"Monster School Girls vs Boys Animations every week! ( inspired by ""Willcraft Animations"" and ""Stillcraft Animations"" )
Genres: ""Minecraft Parody"" , ""Monster school"" , ""Minecraft song"", ""Monster school: Boys vs Girls"" and etc.

All in all I'm creating  animated Minecraft videos of various kinds. Series, battles, humor and stuff like that. 
New Video Everyday at 2:00 AM PDT
Have a nice day!)","Monster School Girls vs Boys Animations every week! ( inspired by ""Willcraft Animations"" and ""Stillcraft Animations"" )
Genres: ""Minecraft Parody"" , ""Monster school"" , ""Minecraft song"", ""Monster school: Boys vs Girls"" and etc.

All in all I'm creating  animated Minecraft videos of various kinds. Series, battles, humor and stuff like that. 
New Video Everyday at 2:00 AM PDT
Have a nice day!)",rusplaying,2011-04-10T12:32:49.000Z,https://yt3.ggpht.com/-5LsWmdYIdpQ/AAAAAAAAAAI/AAAAAAAAAAA/bN_lltQ031k/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,rusplaying,112,688327,140,246031216
hC5UDDRT2bo,hd,PT15M46S,2015-09-27T15:48:33.000Z,UC0ahC64OhIAS11TJX9Ig86A,STRENGTH WARS,https://i.ytimg.com/vi/hC5UDDRT2bo/default.jpg,Bodybuilder VS Powerlifter - STRENGTH WARS 2k15 #4,1491,485,11961,992970,0,"STRENGTH WARS: Bodybuilding, Powerlifting, Strongmen, Weightlifting, CrossFit, Calisthenics or Street Workout - we all share the same passion. STRENGTH WARS bringing you insane strength battles facing the athletes with all kinds of disciplines like deadlifts, squats, bench press, pull ups, dips, keg lifts, prowlers. Let the wars begin - Bodybuilder VS Calisthenics VS Powerlifter VS Weightlifter VS Strongman VS Street Workout VS Powerbuilder!","STRENGTH WARS: Bodybuilding, Powerlifting, Strongmen, Weightlifting, CrossFit, Calisthenics or Street Workout - we all share the same passion. STRENGTH WARS bringing you insane strength battles facing the athletes with all kinds of disciplines like deadlifts, squats, bench press, pull ups, dips, keg lifts, prowlers. Let the wars begin - Bodybuilder VS Calisthenics VS Powerlifter VS Weightlifter VS Strongman VS Street Workout VS Powerbuilder!",STRENGTH WARS,2012-08-04T22:08:17.000Z,https://yt3.ggpht.com/-6S7ipqyhYg4/AAAAAAAAAAI/AAAAAAAAAAA/VL9sk5vNZYs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,STRENGTH WARS,27,868340,83,124741256
m-Zr-R433X0,hd,PT2M13S,2015-05-13T21:16:35.000Z,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,https://i.ytimg.com/vi/m-Zr-R433X0/default.jpg,Kid Bodybuilder 'Little Hercules' is All Grown Up and Chasing a New Dream,1902,2687,24870,16320399,US,"Inside Edition is television's longest-running, top-rated, and most-honored syndicated newsmagazine.","Inside Edition is television's longest-running, top-rated, and most-honored syndicated newsmagazine.",Inside Edition,2012-10-09T00:36:32.000Z,https://yt3.ggpht.com/--lW_9_RB4zo/AAAAAAAAAAI/AAAAAAAAAAA/0AiBW329YJQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Inside Edition,0,958002,8992,1526282208
3vxrTMYXpZo,hd,PT4M48S,2009-03-17T14:11:59.000Z,UCqJUQ08mTnSdiDN7jGPz92A,Wayan Wiednya,https://i.ytimg.com/vi/3vxrTMYXpZo/default.jpg,The Truth About American Bodybuilding Supplements,,16,381,148397,0,0,0,Wayan Wiednya,2008-03-21T14:21:25.000Z,https://yt3.ggpht.com/-Y37y0bvg-Tk/AAAAAAAAAAI/AAAAAAAAAAA/pUjlJ0Tp9Gk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Wayan Wiednya,6,81,19,162985
03PLDxcC2iY,hd,PT2M37S,2013-12-06T17:54:47.000Z,UCDSPhnsO1gJwR4l3oVGuSKA,Meanwhile in Russia,https://i.ytimg.com/vi/03PLDxcC2iY/default.jpg,Russian Bodybuilder's Funny Dance,227,65,2676,294587,US,"Russia is not a country. It's a state of mind. Meanwhile in Russia. 

We upload only those videos for which we have obtained permission from the copyright holder/owner.
Все видео загружаются только с разрешения правообладателя / владельца.
Если вы являетесь автором интересного видео, свяжитесь с нами.
Мы приветствуем любые предложения и пожелания от наших зрителей и если у вас есть какие-то вопросы, не стесняйтесь спрашивать.
Если вы обладаете авторскими правами на какое-либо видео, размещенное на этом канале и это видео было по ошибке размещено без вашего согласия, пожалуйста, свяжитесь с нами.
E-mail: meanwhilerussia@gmail.com","Russia is not a country. It's a state of mind. Meanwhile in Russia. 

We upload only those videos for which we have obtained permission from the copyright holder/owner.
Все видео загружаются только с разрешения правообладателя / владельца.
Если вы являетесь автором интересного видео, свяжитесь с нами.
Мы приветствуем любые предложения и пожелания от наших зрителей и если у вас есть какие-то вопросы, не стесняйтесь спрашивать.
Если вы обладаете авторскими правами на какое-либо видео, размещенное на этом канале и это видео было по ошибке размещено без вашего согласия, пожалуйста, свяжитесь с нами.
E-mail: meanwhilerussia@gmail.com",Meanwhile in Russia,2012-04-03T13:59:14.000Z,https://yt3.ggpht.com/-uy5XhNPC9j8/AAAAAAAAAAI/AAAAAAAAAAA/NX87qmTHoXE/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Meanwhile in Russia,21,94226,233,43535019
M6Fg4dfw49k,sd,PT9M8S,2011-01-03T12:03:59.000Z,UCAZuyq3yL38BgyEp9eTUDHA,Gregoraci,https://i.ytimg.com/vi/M6Fg4dfw49k/default.jpg,Arnold Schwarzenegger motivating interview - The Life of a BodyBuilder,1340,159,9617,1956654,0,0,0,Gregoraci,2009-03-28T15:03:10.000Z,https://yt3.ggpht.com/-vO3mUvuC4tg/AAAAAAAAAAI/AAAAAAAAAAA/_ANj5Y1sZc0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Gregoraci,11,742,3,1959655
dazztcIl0mw,hd,PT6M59S,2016-05-09T13:32:49.000Z,UCOyc3V68vmHfZbXLm6DkprA,Inner Armour,https://i.ytimg.com/vi/dazztcIl0mw/default.jpg,Tire Flip Challenge Bodybuilders vs Football Players,201,61,1522,317426,0,"Each Inner Armour product contains some of the world's most groundbreaking clinically tested ingredients in the actual amounts in which they were tested, without the use of any banned substances.","Each Inner Armour product contains some of the world's most groundbreaking clinically tested ingredients in the actual amounts in which they were tested, without the use of any banned substances.",Inner Armour,2009-03-18T18:21:25.000Z,https://yt3.ggpht.com/-2rkdpoZxuTg/AAAAAAAAAAI/AAAAAAAAAAA/MH0ulof_FvI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Inner Armour,3,22688,257,8635615
6qxHARgZFgo,hd,PT1M27S,2016-09-15T21:02:52.000Z,UCvEUwcLVBwkdrMAjn_y04nA,Rambo Cuztha Gunz,https://i.ytimg.com/vi/6qxHARgZFgo/default.jpg,Bodybuilder vs Jiu-Jitsu Black Belt,1976,2364,8004,3069672,US,"First Class Gym Bro Humor, subscribe here https://www.youtube.com/channel/UCvEUwcLVBwkdrMAjn_y04nA

Videos uploaded on Fridays.

The topics covered involve fitness humor either by skits or improv. 

View Goals:

10,000: ✓
50,000: ✓
100,000:✓
250,000:✓
500,000:✓
1,000,000: ✓
2,500,000: 
5,000,000: 
10,000,000:

No hate here. All in good fun. If you don't think I know what it takes, let me flex my right gun.","First Class Gym Bro Humor, subscribe here https://www.youtube.com/channel/UCvEUwcLVBwkdrMAjn_y04nA

Videos uploaded on Fridays.

The topics covered involve fitness humor either by skits or improv. 

View Goals:

10,000: ✓
50,000: ✓
100,000:✓
250,000:✓
500,000:✓
1,000,000: ✓
2,500,000: 
5,000,000: 
10,000,000:

No hate here. All in good fun. If you don't think I know what it takes, let me flex my right gun.",Rambo Cuztha Gunz,2015-07-03T12:33:48.000Z,https://yt3.ggpht.com/-UJ9vkUAzzA0/AAAAAAAAAAI/AAAAAAAAAAA/ySzkKv7wpd0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Rambo Cuztha Gunz,0,2845,90,4694945
kE8vmI5OsT0,hd,PT6M46S,2014-04-03T12:44:08.000Z,UCv9bGVvWB4BUu98AYgsBU5Q,FitnessOskar,https://i.ytimg.com/vi/kE8vmI5OsT0/default.jpg,Die 5 besten Übungen beim Bodybuilding,17,21,111,7825,0,"Hallo Fitnessfreunde. Ich habe diesen Kanal erstellt, um meine Bodybuilding-Erfolge mit euch zu teilen, euch Fitness-Tipps zu geben und euch zu motivieren.
Ich mache Fitness seit 7 Jahren und habe bisher gute Erfolge erzielen können. Aber dies ist erst der Anfang. Ich werde weiter meine Leidenschaft leben und mein Training sowie meine Ernährung optimieren um einen Ästhetischen Körper zu erreichen.

Danke für eure Unterstützung!!!

Euer FitnessOskar


Impressum: http://fitnessoskar.com/impressum","Hallo Fitnessfreunde. Ich habe diesen Kanal erstellt, um meine Bodybuilding-Erfolge mit euch zu teilen, euch Fitness-Tipps zu geben und euch zu motivieren.
Ich mache Fitness seit 7 Jahren und habe bisher gute Erfolge erzielen können. Aber dies ist erst der Anfang. Ich werde weiter meine Leidenschaft leben und mein Training sowie meine Ernährung optimieren um einen Ästhetischen Körper zu erreichen.

Danke für eure Unterstützung!!!

Euer FitnessOskar


Impressum: http://fitnessoskar.com/impressum",FitnessOskar,2011-09-24T10:05:14.000Z,https://yt3.ggpht.com/-fJH67xlMiJ0/AAAAAAAAAAI/AAAAAAAAAAA/Ka9RMfymX7s/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,FitnessOskar,3,98748,1078,33688417
mTjoAm4DJLE,sd,PT2M30S,2008-06-18T17:22:08.000Z,UCTDFvW6LMJhTNOFgoh3jDEA,bdredmond,https://i.ytimg.com/vi/mTjoAm4DJLE/default.jpg,the best bodybuilders posing,298,71,595,672596,0,0,0,bdredmond,2006-08-10T16:25:28.000Z,https://yt3.ggpht.com/-MK6JPX1bzJw/AAAAAAAAAAI/AAAAAAAAAAA/p_pxVRYzXXY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,bdredmond,2,161,2,685966
PZ8lOzK0I7o,sd,PT4M14S,2008-03-02T06:56:15.000Z,UCjqJPMU-fralIk9mxRvO0Ag,bodybu1ld,https://i.ytimg.com/vi/PZ8lOzK0I7o/default.jpg,The life of a BodyBuilder,1122,147,2949,1323166,0,0,0,bodybu1ld,2008-03-02T06:37:46.000Z,https://yt3.ggpht.com/-9w3RGTeyTeU/AAAAAAAAAAI/AAAAAAAAAAA/UkZlSHofRXQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,bodybu1ld,14,307,2,1452882
dR1FCJS8DoM,hd,PT35M44S,2016-08-17T04:46:11.000Z,UCz14Eg69bZSiyeDuTXml6_w,Markus Rothkranz,https://i.ytimg.com/vi/dR1FCJS8DoM/default.jpg,Vegan Strongman Eats ONE Meal a Day!,9353,3500,30658,1875395,0,"I strive to create and share beautiful  inspirational experiences for all of humanity and life on this planet.  It's time for change, and that starts from within each and every one of us right now.","I strive to create and share beautiful  inspirational experiences for all of humanity and life on this planet.  It's time for change, and that starts from within each and every one of us right now.",Markus Rothkranz,2009-05-05T19:06:38.000Z,https://yt3.ggpht.com/-mnHGFhkEP9A/AAAAAAAAAAI/AAAAAAAAAAA/8CQMCbtLt4E/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Markus Rothkranz,109,105599,323,18516703
bTGBnXGWzKs,hd,PT1M50S,2016-07-19T18:13:33.000Z,UC7SYtOw1yuM661urhj_1uZg,Core Prodigy,https://i.ytimg.com/vi/bTGBnXGWzKs/default.jpg,Julian Smith - Bodybuilder. Using Fit Grips by Core Prodigy,3,3,135,18288,0,Core Prodigy develops multifunctional fitness products.  Being too busy is not an adequate excuse to refrain from exercise.  Core Prodigy products make exercise fun for all fitness levels.  www.CoreCoaster.com,Core Prodigy develops multifunctional fitness products.  Being too busy is not an adequate excuse to refrain from exercise.  Core Prodigy products make exercise fun for all fitness levels.  www.CoreCoaster.com,Core Prodigy,2014-09-04T15:42:06.000Z,https://yt3.ggpht.com/-WayNZ_uj_2o/AAAAAAAAAAI/AAAAAAAAAAA/J5P2hIegnqk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Core Prodigy,0,349,47,87918
ZuNYjG6YTBQ,hd,PT3M5S,2010-03-30T13:15:15.000Z,UC1XHNZDn3btv7454Pkz7THg,scooby1961,https://i.ytimg.com/vi/ZuNYjG6YTBQ/default.jpg,Marijuana & Bodybuilding,3322,4004,8711,2143053,0,"Gain muscle, lose fat, get ripped abs and get healthy with my home workouts.  No need to buy anything other than a cheap, used set of weights to get into the best shape of your life. There are no shortcuts to success - its just knowledge, hard work, and persistence - and on this channel and my website I give it all to you for free, I dont sell anything.  NEW VIDEO EVERY THURSDAY!  I dont believe in supplements, just old school exercise and good nutrition. 

Anyone can be healthier, have more energy, sleep better, and feel better about themselves through bodybuilding. Bodybuilding doesn't have to be expensive or take a lot of time. My focus here is on workouts the natural bodybuilder can do at home with inexpensive equipment. Don't be fooled, home workouts do not mean easy workouts and they can be just as effective as the gym.","Gain muscle, lose fat, get ripped abs and get healthy with my home workouts.  No need to buy anything other than a cheap, used set of weights to get into the best shape of your life. There are no shortcuts to success - its just knowledge, hard work, and persistence - and on this channel and my website I give it all to you for free, I dont sell anything.  NEW VIDEO EVERY THURSDAY!  I dont believe in supplements, just old school exercise and good nutrition. 

Anyone can be healthier, have more energy, sleep better, and feel better about themselves through bodybuilding. Bodybuilding doesn't have to be expensive or take a lot of time. My focus here is on workouts the natural bodybuilder can do at home with inexpensive equipment. Don't be fooled, home workouts do not mean easy workouts and they can be just as effective as the gym.",scooby1961,2006-08-01T14:41:04.000Z,https://yt3.ggpht.com/-4ro4X67ZSeU/AAAAAAAAAAI/AAAAAAAAAAA/jnFZncGcCX0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,scooby1961,382,571890,615,239071788
imyIVTKwuy0,sd,PT1H32M56S,2014-12-14T12:29:36.000Z,UC7LtOGGfUMifC8y-yBBwUYw,Vids4You #,https://i.ytimg.com/vi/imyIVTKwuy0/default.jpg,Bodybuilding: El poder negro Black Power with Sergio Oliva bodybuilder and Mr. Olympia,64,36,620,184808,0,0,0,Vids4You #,2009-01-07T21:01:00.000Z,https://yt3.ggpht.com/-Z3gkinVGBgY/AAAAAAAAAAI/AAAAAAAAAAA/OefIJ-mEQn8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Vids4You #,0,280,223,255924
iuHTN7YJRgI,hd,PT11M13S,2015-12-07T20:04:23.000Z,UC0ahC64OhIAS11TJX9Ig86A,STRENGTH WARS,https://i.ytimg.com/vi/iuHTN7YJRgI/default.jpg,Strongman VS Bodybuilder + Powerlifter - STRENGTH WARS 2k15 #7,3001,615,17999,1964446,0,"STRENGTH WARS: Bodybuilding, Powerlifting, Strongmen, Weightlifting, CrossFit, Calisthenics or Street Workout - we all share the same passion. STRENGTH WARS bringing you insane strength battles facing the athletes with all kinds of disciplines like deadlifts, squats, bench press, pull ups, dips, keg lifts, prowlers. Let the wars begin - Bodybuilder VS Calisthenics VS Powerlifter VS Weightlifter VS Strongman VS Street Workout VS Powerbuilder!","STRENGTH WARS: Bodybuilding, Powerlifting, Strongmen, Weightlifting, CrossFit, Calisthenics or Street Workout - we all share the same passion. STRENGTH WARS bringing you insane strength battles facing the athletes with all kinds of disciplines like deadlifts, squats, bench press, pull ups, dips, keg lifts, prowlers. Let the wars begin - Bodybuilder VS Calisthenics VS Powerlifter VS Weightlifter VS Strongman VS Street Workout VS Powerbuilder!",STRENGTH WARS,2012-08-04T22:08:17.000Z,https://yt3.ggpht.com/-6S7ipqyhYg4/AAAAAAAAAAI/AAAAAAAAAAA/VL9sk5vNZYs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,STRENGTH WARS,27,868340,83,124741256
